dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191030,230000,0,0.09,212.3,0,0,40.69,15
20191030,231500,0,0.09,212.3,0,0,41.03,15
20191030,233000,0,0.09,212.3,0,0,40.68,15
20191030,234500,0,0.09,212.3,0,0,41.02,15
20191030,100,0,0,249989339544566e74,0,0,41.5,14
20191030,1500,0,0,249989339544566e74,0,0,41.71,15
20191030,3000,0,0,249989339544566e74,0,0,42.84,15
20191030,4500,0,0,249989339544566e74,0,0,42.69,15
20191030,10000,0,0,249989339544566e74,0,0,42.23,15
20191030,11500,0,0,249989339544566e74,0,0,42.81,15
20191030,13000,0,0,249989339544566e74,0,0,43.11,15
20191030,14500,0,0,249989339544566e74,0,0,42.89,15
20191030,20000,0,0,249989339544566e74,0,0,43.56,15
20191030,21500,0,0,249989339544566e74,0,0,44.41,15
20191030,23000,0,0,249989339544566e74,0,0,43.47,15
20191030,24500,0,0,249989339544566e74,0,0,42.95,15
20191030,30000,0,0,249989339544566e74,0,0,44.14,15
20191030,31500,0,0,249989339544566e74,0,0,44.67,15
20191030,33000,0,0,249989339544566e74,0,0,44.13,15
20191030,34500,0,0,249989339544566e74,0,0,44.29,15
20191030,40000,0,0,249989339544566e74,0,0,45.02,15
20191030,41500,0,0,249989339544566e74,0,0,46.86,15
20191030,43000,0,0,249989339544566e74,0,0,143.53,15
20191030,44500,2.47,0.04,1499936037267396e73,4.67,0.03,503.25,15
20191030,50000,17.47,0.55,215.4,115.67,0.28,494.22,15
20191030,51500,39.33,1.44,216.23,308.87,0.63,526.72,15
20191030,53000,64.2,2.51,215.55,540.47,1.04,543.53,15
20191030,54500,94.8,3.8,215.85,818.87,1.53,551.75,15
20191030,60000,142.53,5.76,216.96,1247.6,2.29,557.48,15
20191030,61500,204.33,8.24,216.19,1801.4,3.27,550.05,15
20191030,63000,284.93,11.76,216.79,2547.53,4.64,556.97,15
20191030,64500,389.71,16,218.19,3488.93,6.4,553.83,14
20191030,70000,419,17.18,216.47,3718.4,6.91,546.16,15
20191030,71500,465.2,19.05,215.88,4107.87,7.7,541.75,15
20191030,73000,501.2,20.58,214.67,4416.53,8.27,541.48,15
20191030,74500,548.87,22.28,213.29,4809.87,9.04,530.29,15
20191030,80000,559.2,22.86,213.02,4867.07,9.26,533.75,15
20191030,81500,544.33,22.4,211.89,4745.53,9.02,532.51,15
20191030,83000,664,26.79,214.23,5746.07,11.03,529.32,15
20191030,84500,805.8,31.53,216.01,6814.53,13.33,519.73,15
20191030,90000,884.47,33.75,216.96,7322.53,14.6,509.69,15
20191030,91500,873.87,33.61,215.64,7267.73,14.57,509.65,15
20191030,93000,1022.87,37.5,218.33,8190.67,16.22,514.53,15
20191030,94500,949.93,34.53,218.46,7610.47,14.98,504.29,15
20191030,100000,986.27,36.18,217.47,7858.8,15.77,508.93,15
20191030,101500,900.93,31.52,217.66,6880.93,13.44,528.73,15
20191030,103000,887.87,30.52,216.5,6632.13,12.61,530.21,15
20191030,104500,887.33,30.47,216.45,6620.6,12.56,530.82,15
20191030,110000,1100.13,37.53,218.77,8203.2,15.93,525.99,15
20191030,111500,965.4,35.23,216.79,7614.87,15.58,499.72,15
20191030,113000,1067.2,37.58,219.69,8258.53,16.8,502.12,15
20191030,114500,1063.47,37.56,219.47,8247,16.97,497.63,15
20191030,120000,1046.07,36.12,218.26,7898.67,15.79,509.42,15
20191030,121500,1073.93,35.75,219.15,7868.07,15.03,520.87,15
20191030,123000,1040.53,36.58,218.24,7972.07,16.07,503.39,15
20191030,124500,1036,36.65,218.71,8017.8,16.87,483.88,15
20191030,130000,1076.07,37.72,218.05,8228.6,16.98,494.71,15
20191030,131500,1039.4,37.01,216.19,8005.2,16.86,483.69,15
20191030,133000,963.47,35.72,212.53,7592.4,15.66,493.49,15
20191030,134500,573.33,21.43,207.4,4496.2,9.11,499.32,15
20191030,140000,828.2,31.63,211.73,6711.33,13.41,509.59,15
20191030,141500,795,30.03,210.27,6328.2,12.89,498.42,15
20191030,143000,804.8,30.77,210.26,6449.53,13.04,504.13,15
20191030,144500,696.07,25.86,212.87,5505.8,11.22,498.35,15
20191030,150000,335.67,12.79,208.57,2693.6,5.36,504.35,15
20191030,151500,204.33,8.04,208.3,1713.53,3.23,524.76,15
20191030,153000,85.6,3.34,207.29,690.93,1.43,498.59,15
20191030,154500,111.8,4.55,208.88,947.47,1.85,526.09,15
20191030,160000,80,3.13,209.23,652.67,1.26,535.03,15
20191030,161500,105.93,3.74,210.65,781.67,1.67,484.8,15
20191030,163000,40.47,1.49,209.82,311.2,0.7,473.75,15
20191030,164500,24.07,0.85,210.63,176.87,0.43,463.89,15
20191030,170000,15.33,0.51,211.97,105.93,0.29,453.81,15
