dia_mes_ano,hora_minuto,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n
20191027,230000,0,0.11,215.7,0,0,44.97,15
20191027,231500,0,0.11,215.7,0,0,44.81,15
20191027,233000,0,0.11,215.7,0,0,44.49,15
20191027,234500,0,0.11,215.7,0,0,44.99,15
20191027,100,0,0,249989339544566e74,0,0,45.04,14
20191027,1500,0,0,249989339544566e74,0,0,44.7,15
20191027,3000,0,0,249989339544566e74,0,0,44.21,15
20191027,4500,0,0,249989339544566e74,0,0,44.79,15
20191027,10000,0,0,249989339544566e74,0,0,45.38,15
20191027,11500,0,0,249989339544566e74,0,0,45.81,15
20191027,13000,0,0,249989339544566e74,0,0,45.55,15
20191027,14500,0,0,249989339544566e74,0,0,45.63,15
20191027,20000,0,0,249989339544566e74,0,0,46.06,15
20191027,21500,0,0,249989339544566e74,0,0,46.27,15
20191027,23000,0,0,249989339544566e74,0,0,45.91,15
20191027,24500,0,0,249989339544566e74,0,0,45.77,15
20191027,30000,0,0,249989339544566e74,0,0,45.95,15
20191027,31500,0,0,249989339544566e74,0,0,46.07,15
20191027,33000,0,0,249989339544566e74,0,0,46.97,15
20191027,34500,0,0,249989339544566e74,0,0,46.25,15
20191027,40000,0,0,249989339544566e74,0,0,45.81,15
20191027,41500,0,0,249989339544566e74,0,0,46.92,15
20191027,43000,0,0,249989339544566e74,0,0,100.57,15
20191027,44500,0.4,0,249989339544566e74,0,0,486.24,15
20191027,50000,16.4,0.47,33331911939275467e71,99,0.24,511.61,15
20191027,51500,26.07,0.87,216.39,185,0.4,520.25,15
20191027,53000,44.93,1.6,216.42,343.87,0.69,537.25,15
20191027,54500,70.2,2.65,216.5,572.2,1.08,552.56,15
20191027,60000,90.93,3.61,216.49,776.53,1.48,548.33,15
20191027,61500,131.27,5.29,215.96,1139.67,2.12,551.79,15
20191027,63000,147.33,6.01,216.35,1309.6,2.38,546.5,15
20191027,64500,255.47,10.88,217.43,2340.33,4.29,559.69,15
20191027,70000,381.6,15.9,218.62,3474.67,6.27,562.4,15
20191027,71500,453.2,18.77,218.32,4072.4,7.49,558.65,15
20191027,73000,511.8,21.3,216.74,4614.2,8.47,552.49,15
20191027,74500,560.8,23.03,217.39,5022.53,9.29,546.05,15
20191027,80000,633.07,25.58,219.17,5609,10.52,540.93,15
20191027,81500,684.47,27.31,219.75,6000.93,11.36,537.02,15
20191027,83000,741.27,29.29,220.15,6449.73,12.28,533.57,15
20191027,84500,794.2,30.61,221.13,6775.47,13.1,523.17,15
20191027,90000,729.47,27.83,220.33,6249.2,11.56,533.24,15
20191027,91500,868.93,31.4,221.05,7066.13,12.69,542.31,15
20191027,93000,918.4,35.05,221.89,7673.73,15.2,524.43,15
20191027,94500,956.13,36,222.1,7996.93,15.81,515.37,15
20191027,100000,982.07,36.4,222.31,8089.87,16.4,503.28,15
20191027,101500,1018.53,36.6,222.11,8149.93,15.69,527.08,15
20191027,103000,988.53,35.41,222.44,7843.8,15.13,531.37,15
20191027,104500,1061.67,37.27,221.71,8267.2,15.63,538.43,15
20191027,110000,1075.73,37.28,221.66,8265.47,15.6,539.71,15
20191027,111500,1071.73,36.19,221.13,8100.13,14.97,538.67,15
20191027,113000,1128.4,37.3,221.53,8266.87,15.35,547.76,15
20191027,114500,846.93,27.79,219.87,6056.47,11.31,538.25,15
20191027,120000,972.6,32.78,220.09,7362.2,13.47,536.65,15
20191027,121500,1053.4,35.45,221.03,7848.73,14.73,540.69,15
20191027,123000,1064,35.53,221.25,7911.93,14.75,536.32,15
20191027,124500,970.73,33.55,221.17,7451.6,14.54,519.14,15
20191027,130000,613.87,21.46,217.03,4828.67,8.8,531.21,15
20191027,131500,979.73,35.88,221.38,7976.8,15.92,509.33,15
20191027,133000,872,31.9,220.15,6961.13,14.38,506.2,15
20191027,134500,804,29.85,220.25,6565.53,13.15,508.19,15
20191027,140000,701.2,26.3,218.31,5797.87,11.49,512.87,15
20191027,141500,776,29.24,219.18,6423.33,12.7,512.46,15
20191027,143000,715.87,27.21,218.96,5964.13,11.65,518.97,15
20191027,144500,616.93,23,215.81,4928.4,9.64,519.17,15
20191027,150000,537.73,19.47,216.09,4188.87,8.06,522.61,15
20191027,151500,527.4,19.87,216.99,4324.33,8.42,517.04,15
20191027,153000,506.33,19.07,215.75,4111.2,8.16,511.45,15
20191027,154500,253.33,9.66,213.52,2081.33,4.08,516.71,15
20191027,160000,363.8,13.6,215.07,2926.27,5.98,500.18,15
20191027,161500,243.47,8.68,213.27,1839.87,3.82,500.35,15
20191027,163000,183.47,5.57,213.43,1176.2,2.51,489.74,15
20191027,164500,124.2,3.22,212.05,680.93,1.34,531.73,15
20191027,170000,62.6,1.46,211.75,305.73,0.64,516.41,15
20191027,171500,21.87,0.68,212.17,140.67,0.33,490.99,15
20191027,173000,8.33,0.25,211.35,46.07,0.15,468.15,15
20191027,174500,0.07,0.1,211.29,0,0.02,448.19,15
20191027,180000,0,0.1,211.3,0,0,186.95,15
20191027,181500,0,0.1,211.3,0,0,46.19,15
20191027,183000,0,0.1,211.3,0,0,42.6,15
20191027,184500,0,0.1,211.3,0,0,43.16,15
20191027,190000,0,0.1,211.3,0,0,42.81,15
20191027,191500,0,0.1,211.3,0,0,42.57,15
20191027,193000,0,0.1,211.3,0,0,41.23,15
20191027,194500,0,0.1,211.3,0,0,38.73,15
20191027,200000,0,0.1,211.3,0,0,39.29,15
20191027,201500,0,0.1,211.3,0,0,41.69,15
20191027,203000,0,0.1,211.3,0,0,41.62,15
20191027,204500,0,0.1,211.3,0,0,41.71,15
20191027,210000,0,0.1,211.3,0,0,41.33,15
20191027,211500,0,0.1,211.3,0,0,41.75,15
20191027,213000,0,0.1,211.3,0,0,41.57,15
20191027,214500,0,0.1,211.3,0,0,41.15,15
20191027,220000,0,0.1,211.3,0,0,41.25,15
20191027,221500,0,0.1,211.3,0,0,41.67,15
20191027,223000,0,0.1,211.3,0,0,42.61,15
20191027,224500,0,0.1,211.3,0,0,41.35,15
