dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191026,001500,0,26.16,0,3.87,0.13,0,0,31.9,0.09,0,0,0.45,66,9.22,0,0.09,212.8,0,0,41.13,0
20191026,003000,0,26.13,0,3.65,0.12,0,0,30.07,0.08,0,0,0.44,60,6.65,0,0.09,212.8,0,0,42.38,0
20191026,004500,0,26.32,0,3.61,0.12,0,0,29.82,0.08,0,0,0.44,63,11.53,0,0.09,212.8,0,0,41.64,0
20191026,011500,0,25.94,0,3.57,0.12,0,0,29.48,0.08,0,0,0.46,42,6.12,0,0,249989339544566e74,0,0,41.63,0
20191026,013000,0,25.82,0,5.22,0.17,0,0,43.08,0.12,0,0,0.44,45,8.6,0,0,249989339544566e74,0,0,41.58,0
20191026,014500,0,25.92,0,8.49,0.28,0,0,70.05,0.19,0,0,0.44,66,7.8,0,0,249989339544566e74,0,0,41.84,0
20191026,020000,0,25.72,0,9.32,0.31,0,0,76.9,0.21,0,0,0.44,66,7.98,0,0,249989339544566e74,0,0,41.56,0
20191026,021500,0,25.1,0,10.72,0.36,0,0,88.4,0.24,0,0,0.46,48,5.23,0,0,249989339544566e74,0,0,42.11,0
20191026,023000,0,25.14,0,11.51,0.38,0,0,94.93,0.26,0,0,0.46,54,6.56,0,0,249989339544566e74,0,0,42.1,0
20191026,024500,0,24.97,0,9.58,0.32,0,0,79.03,0.22,0,0,0.47,27,4.52,0,0,249989339544566e74,0,0,42.14,0
20191026,030000,0,24.72,0,6.3,0.21,0,0,52,0.14,0,0,0.45,21,5.94,0,0,249989339544566e74,0,0,43.23,0
20191026,031500,0,24.64,0,5.44,0.18,0,0,44.89,0.12,0,0,0.45,24,3.81,0,0,249989339544566e74,0,0,43.65,0
20191026,033000,0,24.77,0,5.1,0.17,0,0,42.11,0.12,0,0,0.46,12,0.35,0,0,249989339544566e74,0,0,42.83,0
20191026,034500,0,23.9,0,5.08,0.17,0,0,41.94,0.11,0,0,0.45,176.79,0,0,0,249989339544566e74,0,0,43.06,0
