dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191030,001500,0,27.1,0,3.81,0.13,0,0,31.42,0.09,0,0,0.43,45,0,0,0.09,212.3,0,0,41.03,0
20191030,003000,0,16.6,0,3.77,0.13,0,0,31.12,0.08,0,0,0.43,36,0,0,0.09,212.3,0,0,40.68,0
20191030,004500,0,26.42,0,3.87,0.13,0,0,31.92,0.09,0,0,0.45,39,0,0,0.09,212.3,0,0,41.02,0
20191030,011500,0,26.25,0,3.86,0.13,0,0,31.86,0.09,0,0,0.43,69,0,0,0,249989339544566e74,0,0,41.71,0
20191030,013000,0,26,0,4.05,0.13,0,0,33.41,0.09,0,0,0.44,61.07,0,0,0,249989339544566e74,0,0,42.84,0
20191030,014500,0,25.84,0,4.11,0.14,0,0,33.92,0.09,0,0,0.44,30,0,0,0,249989339544566e74,0,0,42.69,0
20191030,020000,0,25.58,0,4.47,0.15,0,0,36.9,0.1,0,0,0.43,36,0,0,0,249989339544566e74,0,0,42.23,0
20191030,021500,0,25.68,0,4.41,0.15,0,0,36.38,0.1,0,0,0.43,12.86,0,0,0,249989339544566e74,0,0,42.81,0
20191030,023000,0,26.23,0,4.33,0.14,0,0,35.7,0.1,0,0,0.44,21,0,0,0,249989339544566e74,0,0,43.11,0
20191030,024500,0,26.32,0,4.29,0.14,0,0,35.39,0.1,0,0,0.45,36,0,0,0,249989339544566e74,0,0,42.89,0
20191030,030000,0,15.67,0,4.14,0.14,0,0,34.18,0.09,0,0,0.44,39,0,0,0,249989339544566e74,0,0,43.56,0
20191030,031500,0,25.45,0,4.48,0.15,0,0,37,0.1,0,0,0.44,51,0,0,0,249989339544566e74,0,0,44.41,0
20191030,033000,0,25.17,0,5.31,0.18,0,0,43.77,0.12,0,0,0.44,18,0,0,0,249989339544566e74,0,0,43.47,0
20191030,034500,0,25.67,0,5.5,0.18,0,0,45.41,0.12,0,0,0.45,6,0,0,0,249989339544566e74,0,0,42.95,0
20191030,040000,0,25.57,0,5.52,0.18,0,0,45.5,0.12,0,0,0.43,33,0,0,0,249989339544566e74,0,0,44.14,0
20191030,041500,0,25.1,0,5.57,0.18,0,0,45.95,0.13,0,0,0.44,51,0,0,0,249989339544566e74,0,0,44.67,0
20191030,043000,0,25.33,0,5.75,0.19,0,0,47.45,0.13,0,0,0.45,33,0,0,0,249989339544566e74,0,0,44.13,0
20191030,044500,0,25.43,0,5.91,0.2,0,0,48.71,0.13,0,0,0.44,27,0,0,0,249989339544566e74,0,0,44.29,0
20191030,050000,7.57,25.37,0,5.94,0.2,0,0,49.04,0.13,0,0,0.43,75,0,0,0,249989339544566e74,0,0,45.02,0
20191030,051500,36.53,16.64,0,6.22,0.21,0,0,51.29,0.14,0,0,0.44,57,0,0,0,249989339544566e74,0,0,46.86,0
20191030,053000,69.28,17.8,0,6.3,0.21,0,0,51.98,0.14,0,0,0.46,18,0,0,0,249989339544566e74,0,0,143.53,0
20191030,054500,103.59,28.57,0,5.63,0.19,0,0,46.45,0.13,0,0,0.43,0,0,2.47,0.04,1499936037267396e73,4.67,0.03,503.25,15.1
20191030,060000,158.64,20.01,0,5.81,0.19,0,0,47.96,0.13,0,0,0.44,0,0,17.47,0.55,215.4,115.67,0.28,494.22,138.38
20191030,061500,226.22,31.25,0,5.61,0.19,0,0,46.29,0.13,0,0,0.43,3,0,39.33,1.44,216.23,308.87,0.63,526.72,331.83
20191030,063000,306.85,32.88,0,5.87,0.2,0,0,48.43,0.13,0,0,0.44,101.33,0,64.2,2.51,215.55,540.47,1.04,543.53,565.27
20191030,064500,410.31,32.64,0,5.94,0.2,0,0,49.04,0.13,0,0,0.43,47.67,0,94.8,3.8,215.85,818.87,1.53,551.75,844.18
20191030,070000,426.09,33.44,0,5.78,0.19,0,0,47.66,0.13,0,0,0.42,46.33,0,142.53,5.76,216.96,1247.6,2.29,557.48,1276.63
20191030,071500,469.28,33.68,0,5.03,0.17,0,0,41.45,0.11,0,0,0.43,31.33,0,204.33,8.24,216.19,1801.4,3.27,550.05,1798.66
20191030,073000,499.78,33.56,0,3.77,0.12,0,0,31.11,0.09,0,0,0.42,23.93,0,284.93,11.76,216.79,2547.53,4.64,556.97,2584.34
20191030,074500,542.34,34.05,0,3.27,0.11,0,0,26.98,0.07,0,0,0.43,9,0,389.71,16,218.19,3488.93,6.4,553.83,3544.51
20191030,080000,541.16,34.48,0,3.57,0.12,0,0,29.46,0.08,0,0,0.42,3,0,419,17.18,216.47,3718.4,6.91,546.16,3773.97
20191030,081500,523.12,34.61,0,3.19,0.11,0,0,26.3,0.07,0,0,0.44,51.07,0,465.2,19.05,215.88,4107.87,7.7,541.75,4171.48
20191030,083000,644.88,34.48,0,2.78,0.09,0,0,22.91,0.06,0,0,0.44,50.67,0,501.2,20.58,214.67,4416.53,8.27,541.48,4478.04
20191030,084500,775.73,34.73,0,2.66,0.09,0,0,21.99,0.06,0,0,0.42,3,0,548.87,22.28,213.29,4809.87,9.04,530.29,4793.82
20191030,090000,850.35,35.68,0,2.78,0.09,0,0,22.95,0.06,0,0,0.43,19.29,0,559.2,22.86,213.02,4867.07,9.26,533.75,4942.52
20191030,091500,789.04,35.57,0,2.73,0.09,0,0,22.54,0.06,0,0,0.42,62.67,0,544.33,22.4,211.89,4745.53,9.02,532.51,4803.24
20191030,093000,973.51,36.15,0,2.82,0.09,0,0,23.28,0.06,0,0,0.43,22.33,0,664,26.79,214.23,5746.07,11.03,529.32,5838.4
20191030,094500,873.84,30.47,0,3.19,0.11,0,0,26.34,0.07,0,0,0.42,107.33,0,805.8,31.53,216.01,6814.53,13.33,519.73,6928
20191030,100000,977.82,36.55,0,3.1,0.1,0,0,25.59,0.07,0,0,0.43,88,0,884.47,33.75,216.96,7322.53,14.6,509.69,7441.47
20191030,101500,814.74,36.4,0,3.24,0.11,0,0,26.77,0.07,0,0,0.44,179.33,0,873.87,33.61,215.64,7267.73,14.57,509.65,7425.6
20191030,103000,773.26,36.06,0,3.02,0.1,0,0,24.93,0.07,0,0,0.44,136,0,1022.87,37.5,218.33,8190.67,16.22,514.53,8345.68
20191030,104500,845.01,36.09,0,3.22,0.11,0,0,26.54,0.07,0,0,0.43,57,0,949.93,34.53,218.46,7610.47,14.98,504.29,7554.26
20191030,110000,1049.32,36.8,0,3.36,0.11,0,0,27.69,0.08,0,0,0.41,113.67,0,986.27,36.18,217.47,7858.8,15.77,508.93,8025.83
20191030,111500,944.95,36.1,0,2.98,0.1,0,0,24.62,0.07,0,0,0.41,157,0,900.93,31.52,217.66,6880.93,13.44,528.73,7106.13
20191030,113000,1012.13,36.45,0,3.34,0.11,0,0,27.54,0.07,0,0,0.42,146.67,0,887.87,30.52,216.5,6632.13,12.61,530.21,6685.95
20191030,114500,1007.43,36.78,0,3.07,0.1,0,0,25.3,0.07,0,0,0.43,183.67,0,887.33,30.47,216.45,6620.6,12.56,530.82,6667.1
20191030,121500,1058.58,36.79,0,2.86,0.09,0,0,23.58,0.06,0,0,0.42,103.33,0,965.4,35.23,216.79,7614.87,15.58,499.72,7785.64
20191030,123000,976.65,37.09,0,3.15,0.11,0,0,26.03,0.07,0,0,0.41,101.67,0,1067.2,37.58,219.69,8258.53,16.8,502.12,8435.62
20191030,124500,981.21,37.46,0,3.06,0.1,0,0,25.22,0.07,0,0,0.41,152.67,0,1063.47,37.56,219.47,8247,16.97,497.63,8444.78
20191030,130000,1016.96,37.62,0,2.99,0.1,0,0,24.68,0.07,0,0,0.42,112.33,0,1046.07,36.12,218.26,7898.67,15.79,509.42,8043.74
20191030,131500,979.12,38.35,0,2.84,0.1,0,0,23.44,0.06,0,0,0.42,234.67,0,1073.93,35.75,219.15,7868.07,15.03,520.87,7828.68
20191030,133000,910.63,37.97,0,2.87,0.1,0,0,23.72,0.07,0,0,0.41,184.33,0,1040.53,36.58,218.24,7972.07,16.07,503.39,8089.48
20191030,134500,488.98,37.32,0,2.9,0.1,0,0,23.88,0.07,0,0,0.42,122.67,0,1036,36.65,218.71,8017.8,16.87,483.88,8163.06
20191030,140000,821.79,37.65,0,2.96,0.1,0,0,24.44,0.07,0,0,0.41,88.33,0,1076.07,37.72,218.05,8228.6,16.98,494.71,8400.18
20191030,141500,734.51,38.29,0,2.8,0.09,0,0,23.1,0.06,0,0,0.42,121,0,1039.4,37.01,216.19,8005.2,16.86,483.69,8155.01
20191030,143000,778.21,38.24,0,2.92,0.1,0,0,24.09,0.07,0,0,0.42,94,0,963.47,35.72,212.53,7592.4,15.66,493.49,7728.05
20191030,144500,639.79,39.23,0,2.81,0.09,0,0,23.19,0.06,0,0,0.41,182.33,0,573.33,21.43,207.4,4496.2,9.11,499.32,4548.81
20191030,150000,319.5,38.07,0,2.95,0.1,0,0,24.31,0.07,0,0,0.42,146.33,0,828.2,31.63,211.73,6711.33,13.41,509.59,6833.6
20191030,151500,173.78,36.22,0,3.03,0.1,0,0,24.99,0.07,0,0,0.42,112.33,0,795,30.03,210.27,6328.2,12.89,498.42,6424.63
20191030,153000,74.36,35.86,0,3.11,0.1,0,0,25.62,0.07,0,0,0.42,142.33,0,804.8,30.77,210.26,6449.53,13.04,504.13,6573.86
20191030,154500,92.11,35.47,0,3.38,0.11,0,0,27.9,0.08,0,0,0.43,202,0,696.07,25.86,212.87,5505.8,11.22,498.35,5591.49
20191030,160000,65.62,35.1,0,3.57,0.12,0,0,29.48,0.08,0,0,0.42,82.33,0,335.67,12.79,208.57,2693.6,5.36,504.35,2703.32
20191030,161500,99.67,34.92,0,3.75,0.12,0,0,30.9,0.09,0,0,0.43,24,0,204.33,8.04,208.3,1713.53,3.23,524.76,1694.97
20191030,163000,28.71,34.43,0,3.31,0.11,0,0,27.32,0.08,0,0,0.42,61.07,0,85.6,3.34,207.29,690.93,1.43,498.59,712.98
20191030,164500,8.27,33.08,0,3.7,0.12,0,0,30.5,0.08,0,0,0.43,129,0,111.8,4.55,208.88,947.47,1.85,526.09,973.27
