data,hora,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel
05/10/2019,00:01,0,8.51,0.28,0,0,70.19,0.19,0,0,0.46,23.94,90,0
05/10/2019,00:02,0,8.12,0.27,0,0,67.02,0.18,0,0,0.47,24,90,0
05/10/2019,00:03,0,8.13,0.27,0,0,67.1,0.18,0,0,0.45,23.94,90,0
05/10/2019,00:04,0,8.12,0.27,0,0,66.96,0.18,0,0,0.48,24.06,90,0
05/10/2019,00:05,0,8.83,0.29,0,0,72.82,0.2,0,0,0.46,23.94,90,0
05/10/2019,00:06,0,7.32,0.24,0,0,60.37,0.17,0,0,0.48,24,90,0
05/10/2019,00:07,0,8.36,0.28,0,0,68.97,0.19,0,0,0.48,24,90,0
05/10/2019,00:08,0,8.72,0.29,0,0,71.94,0.2,0,0,0.46,24.06,90,0
05/10/2019,00:09,0,8.99,0.3,0,0,74.13,0.2,0,0,0.45,24.12,90,0
05/10/2019,00:10,0,8.75,0.29,0,0,72.16,0.2,0,0,0.46,24.19,135,0
05/10/2019,00:11,0,9.56,0.32,0,0,78.9,0.22,0,0,0.46,24.19,135,0
05/10/2019,00:12,0,10.21,0.34,0,0,84.22,0.23,0,0,0.47,24.25,135,0
05/10/2019,00:13,0,10.1,0.34,0,0,83.36,0.23,0,0,0.47,24.25,135,0
05/10/2019,00:14,0,9.63,0.32,0,0,79.43,0.22,0,0,0.47,24.31,135,0
05/10/2019,00:15,0,10.07,0.34,0,0,83.07,0.23,0,0,0.46,24.25,135,0
05/10/2019,00:16,0,10.36,0.34,0,0,85.43,0.23,0,0,0.45,24.25,135,0
05/10/2019,00:17,0.6,11.97,0.4,0,0,98.76,0.27,0,0,0.47,24.19,135,0
05/10/2019,00:18,0,12.31,0.41,0,0,101.56,0.28,0,0,0.45,24.25,135,0
05/10/2019,00:19,0,11.5,0.38,0,0,94.91,0.26,0,0,0.44,24.44,135,0
05/10/2019,00:20,0,11.28,0.38,0,0,93.04,0.26,0,0,0.44,24.38,135,0
05/10/2019,00:21,0,11.47,0.38,0,0,94.59,0.26,0,0,0.46,24.44,135,0
05/10/2019,00:22,0,11.35,0.38,0,0,93.61,0.26,0,0,0.46,24.31,135,0
05/10/2019,00:23,0,11.78,0.39,0,0,97.2,0.27,0,0,0.46,24.31,135,0
05/10/2019,00:24,0,11.79,0.39,0,0,97.27,0.27,0,0,0.45,24.06,135,0
05/10/2019,00:25,0,11.23,0.37,0,0,92.62,0.25,0,0,0.45,24.06,135,0
05/10/2019,00:26,0,10.4,0.35,0,0,85.82,0.24,0,0,0.47,24.25,135,0
05/10/2019,00:27,0,10.63,0.35,0,0,87.69,0.24,0,0,0.47,24.19,135,0
05/10/2019,00:28,0,11.16,0.37,0,0,92.05,0.25,0,0,0.46,24.25,135,0
05/10/2019,00:29,0,10.93,0.36,0,0,90.16,0.25,0,0,0.45,24.44,135,0
05/10/2019,00:30,0,11.01,0.37,0,0,90.87,0.25,0,0,0.46,24.38,135,0
05/10/2019,00:31,0,10.49,0.35,0,0,86.57,0.24,0,0,0.47,24.44,135,0
05/10/2019,00:32,0,10.37,0.35,0,0,85.59,0.24,0,0,0.45,24.25,135,0
05/10/2019,00:33,0,10.79,0.36,0,0,88.99,0.24,0,0,0.45,24.25,135,0
05/10/2019,00:34,0,10.82,0.36,0,0,89.27,0.25,0,0,0.49,24.12,135,0
05/10/2019,00:35,0,12.12,0.4,0,0,99.95,0.27,0,0,0.5,24.06,135,0
05/10/2019,00:36,0,11.2,0.37,0,0,92.41,0.25,0,0,0.47,24.38,90,0
05/10/2019,00:37,0.6,11.27,0.38,0,0,92.97,0.26,0,0,0.48,24.25,90,0
05/10/2019,00:38,0,10.61,0.35,0,0,87.57,0.24,0,0,0.49,23.94,135,0
