data,hora,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel
26/10/2019,00:01,0,4.36,0.14,0,0,35.93,0.1,0,0,0.44,25.38,45,0
26/10/2019,00:02,0,4.54,0.15,0,0,37.49,0.1,0,0,0.44,25.56,45,0
26/10/2019,00:03,0,4.03,0.13,0,0,33.24,0.09,0,0,0.44,25.69,90,0
26/10/2019,00:04,0,4.3,0.14,0,0,35.44,0.1,0,0,0.44,25.62,45,0
26/10/2019,00:05,0,3.8,0.13,0,0,31.39,0.09,0,0,0.44,26,45,0
26/10/2019,00:06,0,3.84,0.13,0,0,31.69,0.09,0,0,0.44,26.44,45,0
26/10/2019,00:07,0,4.22,0.14,0,0,34.85,0.1,0,0,0.44,26.19,135,0
26/10/2019,00:08,0,3.47,0.12,0,0,28.61,0.08,0,0,0.46,26.19,45,0
26/10/2019,00:09,0,4.13,0.14,0,0,34.05,0.09,0,0,0.44,26.5,90,0
26/10/2019,00:10,0,3.89,0.13,0,0,32.07,0.09,0,0,0.44,26.38,45,0
26/10/2019,00:11,0,3.9,0.13,0,0,32.17,0.09,0,0,0.46,26.12,45,0
26/10/2019,00:12,0,3.73,0.12,0,0,30.76,0.08,0,0,0.47,26.12,225,0
26/10/2019,00:13,0,3.55,0.12,0,0,29.28,0.08,0,0,0.45,26.25,45,0
26/10/2019,00:14,0,3.16,0.11,0,0,26.04,0.07,0,0,0.44,26.44,45,0
26/10/2019,00:15,0,3.85,0.13,0,0,31.76,0.09,0,0,0.45,26.5,45,0
26/10/2019,00:16,0,4.18,0.14,0,0,34.52,0.09,0,0,0.45,26.5,45,0
26/10/2019,00:17,0,4.32,0.14,0,0,35.63,0.1,0,0,0.47,26.31,90,0
26/10/2019,00:18,0,4.16,0.14,0,0,34.32,0.09,0,0,0.46,26.25,135,0
26/10/2019,00:19,0,4,0.13,0,0,33.04,0.09,0,0,0.47,26.06,45,0
26/10/2019,00:20,0,3.96,0.13,0,0,32.7,0.09,0,0,0.46,26.12,45,0
26/10/2019,00:21,0,3.94,0.13,0,0,32.49,0.09,0,0,0.44,26.25,135,0
26/10/2019,00:22,0,3.5,0.12,0,0,28.84,0.08,0,0,0.44,26.19,90,0
26/10/2019,00:23,0,3.44,0.11,0,0,28.38,0.08,0,0,0.45,26,90,0
26/10/2019,00:24,0,3.51,0.12,0,0,28.96,0.08,0,0,0.45,25.94,45,0
26/10/2019,00:25,0,3.81,0.13,0,0,31.41,0.09,0,0,0.44,26.12,90,0
26/10/2019,00:26,0,3.39,0.11,0,0,27.95,0.08,0,0,0.45,26.06,0,0
26/10/2019,00:27,0,3.83,0.13,0,0,31.58,0.09,0,0,0.44,26.19,45,0
26/10/2019,00:28,0,4.15,0.14,0,0,34.25,0.09,0,0,0.44,25.88,45,0
26/10/2019,00:29,0,3.95,0.13,0,0,32.6,0.09,0,0,0.44,26.06,45,0
26/10/2019,00:30,0,3.52,0.12,0,0,29.03,0.08,0,0,0.45,26.25,45,0
26/10/2019,00:31,0,3.68,0.12,0,0,30.37,0.08,0,0,0.46,26.19,45,0
26/10/2019,00:32,0,3.14,0.1,0,0,25.92,0.07,0,0,0.45,26.12,45,0
26/10/2019,00:33,0,3.6,0.12,0,0,29.69,0.08,0,0,0.45,26.25,45,0
26/10/2019,00:34,0,3.96,0.13,0,0,32.65,0.09,0,0,0.44,26.06,135,0
26/10/2019,00:35,0,3.52,0.12,0,0,29.04,0.08,0,0,0.44,26.31,45,0
26/10/2019,00:36,0,3.88,0.13,0,0,31.98,0.09,0,0,0.43,26.12,45,0
26/10/2019,00:37,0,3.61,0.12,0,0,29.82,0.08,0,0,0.44,26.12,45,0
26/10/2019,00:38,0,3.68,0.12,0,0,30.36,0.08,0,0,0.45,26.06,45,0
26/10/2019,00:39,0,4.05,0.13,0,0,33.41,0.09,0,0,0.44,26.19,45,0
26/10/2019,00:40,0,3.46,0.12,0,0,28.54,0.08,0,0,0.45,26.25,45,0
26/10/2019,00:41,0,3.64,0.12,0,0,29.99,0.08,0,0,0.44,26.19,90,0
