dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191004,000100,0,11.525714285714285,0.38357142857142856,0,0,95.07785714285714,0.2621428571428572,0,0,0.47785714285714287,23.896428571428572,135,0,14
20191004,001500,0.476,10.023333333333333,0.33333333333333337,0,0,82.708,0.22666666666666668,0,0,0.48133333333333334,23.784666666666666,126,1.596,15
20191004,003000,0.384,8.702666666666666,0.28933333333333333,0,0,71.80333333333333,0.19866666666666669,0,0,0.48333333333333334,23.933333333333334,135,0,15
20191004,004500,0.304,7.692,0.256,0,0,63.46333333333333,0.17400000000000002,0,0,0.4653333333333333,23.57,135,0,15
20191004,010000,0.436,7.491333333333333,0.25066666666666665,0,0,61.79866666666667,0.17,0,0,0.462,22.99266666666667,135,0,15
20191004,011500,0.212,7.076,0.23533333333333334,0,0,58.38466666666667,0.15933333333333333,0,0,0.4706666666666667,22.65,135,0.798,15
20191004,013000,0,7.600666666666666,0.25333333333333335,0,0,62.72333333333333,0.17066666666666666,0,0,0.486,22.420666666666666,135,0,15
20191004,014500,0.04,8.907333333333334,0.29666666666666663,0,0,73.49,0.20266666666666666,0,0,0.49666666666666665,23.184666666666665,135,0,15
20191004,020000,0.292,7.240666666666667,0.24066666666666667,0,0,59.742666666666665,0.16333333333333333,0,0,0.48733333333333334,22.96933333333333,135,0.532,15
20191004,021500,0.12,6.926666666666667,0.23066666666666666,0,0,57.13733333333333,0.15666666666666668,0,0,0.46266666666666667,22.62066666666667,135,0,15
20191004,023000,0.04,6.822,0.22733333333333333,0,0,56.282000000000004,0.15466666666666667,0,0,0.47866666666666663,22.545333333333332,135,0,15
20191004,024500,0.04,6.338,0.212,0,0,52.281333333333336,0.14333333333333334,0,0,0.474,22.274,135,0,15
