dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191018,000100,0,23.68,0,7.94,0.26,0,0,65.49,0.18,0,0,0.45,54.64,0,14
20191018,001500,0.17,24.28,0,7.99,0.27,0,0,65.91,0.18,0,0,0.45,54,0,15
20191018,003000,0.21,24.55,0,7.65,0.25,0,0,63.14,0.17,0,0,0.45,57,0,15
20191018,004500,0.04,24.91,0,7.35,0.24,0,0,60.68,0.17,0,0,0.43,48,0,15
20191018,010000,0.78,25.01,0,7.27,0.24,0,0,59.97,0.16,0,0,0.44,48,0,15
20191018,011500,0,25.32,0,7.06,0.23,0,0,58.23,0.16,0,0,0.45,42,0,15
20191018,013000,0,24.85,0,6.9,0.23,0,0,56.93,0.16,0,0,0.45,39,0,15
20191018,014500,0.08,24.44,0,7.12,0.24,0,0,58.77,0.16,0,0,0.44,24,0,15
20191018,020000,0,23.8,0,7.3,0.24,0,0,60.22,0.17,0,0,0.43,45,0,15
20191018,021500,0.08,23.28,0,7.26,0.24,0,0,59.9,0.16,0,0,0.44,108,0,15
20191018,023000,0.04,24.65,0,7.82,0.26,0,0,64.5,0.18,0,0,0.45,60,0,15
20191018,024500,0,24.47,0,7.88,0.26,0,0,64.98,0.18,0,0,0.43,54,0,15
20191018,030000,0,24.13,0,8.01,0.27,0,0,66.04,0.18,0,0,0.45,36,0,15
20191018,031500,0,23.88,0,8.1,0.27,0,0,66.79,0.18,0,0,0.45,33,0,15
20191018,033000,0.21,23.57,0,7.9,0.26,0,0,65.19,0.18,0,0,0.44,18,0,15
20191018,034500,0.08,22.63,0,7.71,0.26,0,0,63.64,0.17,0,0,0.44,147,0,15
20191018,040000,0.04,22.37,0,7.63,0.25,0,0,62.94,0.17,0,0,0.44,183,0,15
20191018,041500,0,21.86,0,7.82,0.26,0,0,64.49,0.18,0,0,0.45,135,0,15
20191018,043000,0.08,21.86,0,7.58,0.25,0,0,62.55,0.17,0,0,0.43,135,0,15
20191018,044500,0.3,22.07,0,7.55,0.25,0,0,62.26,0.17,0,0,0.44,135,0,15
20191018,050000,0.21,22,0,7.58,0.25,0,0,62.53,0.17,0,0,0.45,135,0,15
20191018,051500,9.15,22.73,0,7.33,0.24,0,0,60.49,0.17,0,0,0.45,81,0,15
20191018,053000,23.07,24.55,0,7.14,0.24,0,0,58.95,0.16,0,0,0.44,39,0,15
20191018,054500,50.04,25.23,0,6.62,0.22,0,0,54.63,0.15,0,0,0.44,45,0,15
20191018,060000,93.27,26.57,0,7.06,0.23,0,0,58.26,0.16,0,0,0.45,69,0,15
20191018,061500,130.95,26.91,0,7.99,0.27,0,0,65.93,0.18,0,0,0.44,168,0,15
20191018,063000,94.2,27.07,0,8.58,0.29,0,0,70.82,0.19,0,0,0.44,171,0,15
20191018,064500,80.71,26.63,0,11.24,0.37,0,0,92.7,0.25,0,0,0.45,270,0,15
20191018,070000,91.16,26.43,0,11.48,0.38,0,0,94.74,0.26,0,0,0.45,315,0,15
20191018,071500,114.3,27.76,0,11.78,0.39,0,0,97.18,0.27,0,0,0.44,252,0,15
20191018,073000,159.91,28.9,0,11.65,0.39,0,0,96.1,0.26,0,0,0.45,210,0,15
20191018,074500,219.27,29.4,0,9.33,0.31,0,0,77,0.21,0,0,0.43,249,0,15
20191018,080000,277.05,29.78,0,9.27,0.31,0,0,76.48,0.21,0,0,0.45,195,0,15
20191018,081500,293.17,29.71,0,8.69,0.29,0,0,71.7,0.2,0,0,0.45,189,0,15
20191018,083000,299.78,29.68,0,7.74,0.26,0,0,63.86,0.17,0,0,0.42,177,0,15
20191018,084500,225.75,29.22,0,7.49,0.25,0,0,61.76,0.17,0,0,0.44,198,0,15
20191018,090000,250.33,29.25,0,7.75,0.26,0,0,63.95,0.18,0,0,0.43,173.57,0,14
20191018,091500,446.01,30.75,0,6.8,0.23,0,0,56.07,0.15,0,0,0.44,114,0,15
20191018,093000,368,30.05,0,6.83,0.23,0,0,56.38,0.16,0,0,0.45,75,0,15
20191018,094500,442.7,30.66,0,6.1,0.2,0,0,50.36,0.14,0,0,0.43,150,0,15
20191018,100000,417.36,31.5,0,6.01,0.2,0,0,49.62,0.14,0,0,0.43,110.77,0,13
20191018,101500,374.75,30.51,0,6.18,0.21,0,0,50.96,0.14,0,0,0.44,156,0,15
20191018,103000,302.16,30.68,0,6.28,0.21,0,0,51.83,0.14,0,0,0.43,192,0,15
