data,hora,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel
19/10/2019,00:01,0,13.01,0.43,0,0,107.3,0.29,0,0,0.45,23.44,180,0
19/10/2019,00:02,0,11.88,0.4,0,0,98.04,0.27,0,0,0.45,23.44,135,0
19/10/2019,00:03,0,12.04,0.4,0,0,99.34,0.27,0,0,0.48,23.44,135,0
19/10/2019,00:04,0,11.55,0.38,0,0,95.3,0.26,0,0,0.45,23.56,180,0
19/10/2019,00:05,0,12.76,0.42,0,0,105.29,0.29,0,0,0.46,23.56,180,0
19/10/2019,00:06,0,11.36,0.38,0,0,93.7,0.26,0,0,0.46,23.38,180,0
19/10/2019,00:07,0,10.78,0.36,0,0,88.92,0.24,0,0,0.46,23.69,225,0
19/10/2019,00:08,0,11.98,0.4,0,0,98.85,0.27,0,0,0.44,23.69,135,0
19/10/2019,00:09,0,11.49,0.38,0,0,94.77,0.26,0,0,0.45,23.62,135,0
19/10/2019,00:10,0,11.67,0.39,0,0,96.32,0.26,0,0,0.43,23.56,180,0
19/10/2019,00:11,0,12.24,0.41,0,0,100.97,0.28,0,0,0.45,23.56,180,0
19/10/2019,00:12,0,11.28,0.38,0,0,93.05,0.26,0,0,0.45,23.56,180,0
19/10/2019,00:13,0,10.83,0.36,0,0,89.34,0.25,0,0,0.46,23.62,90,0
19/10/2019,00:14,0,10.9,0.36,0,0,89.9,0.25,0,0,0.45,23.75,180,0
19/10/2019,00:15,0,11.75,0.39,0,0,96.96,0.27,0,0,0.43,23.44,135,0
19/10/2019,00:16,0,11.14,0.37,0,0,91.92,0.25,0,0,0.43,23.5,90,0
19/10/2019,00:17,0,10.36,0.34,0,0,85.49,0.23,0,0,0.43,23.5,180,0
19/10/2019,00:18,0,10.62,0.35,0,0,87.6,0.24,0,0,0.44,23.38,180,0
19/10/2019,00:19,0,11.26,0.37,0,0,92.87,0.26,0,0,0.45,23.44,180,0
19/10/2019,00:20,0,10.56,0.35,0,0,87.16,0.24,0,0,0.45,23.5,180,0
19/10/2019,00:21,0,10.49,0.35,0,0,86.57,0.24,0,0,0.44,23.44,180,0
19/10/2019,00:22,0,11.53,0.38,0,0,95.09,0.26,0,0,0.45,23.5,135,0
19/10/2019,00:23,0,10.23,0.34,0,0,84.4,0.23,0,0,0.44,23.62,180,0
19/10/2019,00:24,0,10.91,0.36,0,0,90.01,0.25,0,0,0.44,23.56,180,0
19/10/2019,00:25,0.6,10.74,0.36,0,0,88.58,0.24,0,0,0.44,23.5,135,0
19/10/2019,00:26,0,9.7,0.32,0,0,80.04,0.22,0,0,0.43,23.5,180,0
19/10/2019,00:27,0,10.41,0.35,0,0,85.85,0.24,0,0,0.45,23.56,180,0
19/10/2019,00:28,4.56,10.45,0.35,0,0,86.24,0.24,0,0,0.45,23.44,180,0
19/10/2019,00:29,0,10.14,0.34,0,0,83.68,0.23,0,0,0.44,23.56,180,0
19/10/2019,00:30,0,10.84,0.36,0,0,89.42,0.25,0,0,0.43,23.38,180,0
19/10/2019,00:31,0,10.56,0.35,0,0,87.1,0.24,0,0,0.43,23.5,180,0
19/10/2019,00:32,0,9.74,0.32,0,0,80.36,0.22,0,0,0.43,23.25,180,0
19/10/2019,00:33,0,10.24,0.34,0,0,84.47,0.23,0,0,0.44,23.31,180,0
19/10/2019,00:34,0,10.69,0.36,0,0,88.17,0.24,0,0,0.44,23.38,180,0
19/10/2019,00:35,0,10.35,0.34,0,0,85.42,0.23,0,0,0.44,23.31,225,0
19/10/2019,00:36,0,10.99,0.37,0,0,90.68,0.25,0,0,0.46,23.31,135,0
19/10/2019,00:37,0,11.93,0.4,0,0,98.39,0.27,0,0,0.45,23.25,180,0
19/10/2019,00:38,0,11.1,0.37,0,0,91.58,0.25,0,0,0.47,23.25,135,0
19/10/2019,00:39,0,12.09,0.4,0,0,99.71,0.27,0,0,0.47,23.06,135,0
19/10/2019,00:40,0,11.72,0.39,0,0,96.69,0.27,0,0,0.47,23.19,135,0
19/10/2019,00:41,0,10.5,0.35,0,0,86.62,0.24,0,0,0.44,23.25,135,0
19/10/2019,00:42,0,11.45,0.38,0,0,94.44,0.26,0,0,0.45,23.06,225,0
19/10/2019,00:43,0,11.64,0.39,0,0,96.05,0.26,0,0,0.45,23.25,135,0
19/10/2019,00:44,0,9.85,0.33,0,0,81.22,0.22,0,0,0.44,23,135,0
19/10/2019,00:45,0,11.2,0.37,0,0,92.37,0.25,0,0,0.44,23.19,135,0
19/10/2019,00:46,0,10.15,0.34,0,0,83.71,0.23,0,0,0.46,23.12,180,0
19/10/2019,00:47,0,10.74,0.36,0,0,88.57,0.24,0,0,0.44,23.19,180,0
19/10/2019,00:48,0,10.24,0.34,0,0,84.47,0.23,0,0,0.45,23.06,180,0
19/10/2019,00:49,0,11.02,0.37,0,0,90.88,0.25,0,0,0.45,23.12,180,0
19/10/2019,00:50,0,9.72,0.32,0,0,80.2,0.22,0,0,0.43,23,180,0
19/10/2019,00:51,0,9.76,0.32,0,0,80.55,0.22,0,0,0.42,22.94,180,0
19/10/2019,00:52,0,10.15,0.34,0,0,83.78,0.23,0,0,0.44,23.12,180,0
19/10/2019,00:53,0.6,10.21,0.34,0,0,84.23,0.23,0,0,0.45,23.06,135,0
19/10/2019,00:54,0,10.6,0.35,0,0,87.45,0.24,0,0,0.45,22.94,135,0
19/10/2019,00:55,0,10.47,0.35,0,0,86.4,0.24,0,0,0.44,22.88,135,0
19/10/2019,00:56,0,9.86,0.33,0,0,81.36,0.22,0,0,0.45,22.81,90,0
19/10/2019,00:57,0,10.26,0.34,0,0,84.67,0.23,0,0,0.44,22.75,135,0
19/10/2019,00:58,0,9.94,0.33,0,0,82.04,0.23,0,0,0.45,22.81,135,0
19/10/2019,00:59,0,9.55,0.32,0,0,78.77,0.22,0,0,0.45,22.75,135,0
19/10/2019,01:00,0,10.36,0.34,0,0,85.49,0.23,0,0,0.43,22.88,135,0
19/10/2019,01:01,0,10.28,0.34,0,0,84.84,0.23,0,0,0.44,22.81,135,0
19/10/2019,01:02,0,10,0.33,0,0,82.5,0.23,0,0,0.46,22.88,135,0
19/10/2019,01:03,0,10.41,0.35,0,0,85.87,0.24,0,0,0.46,22.94,135,0
19/10/2019,01:04,0,10.52,0.35,0,0,86.8,0.24,0,0,0.46,22.88,135,0
19/10/2019,01:05,0,9.97,0.33,0,0,82.29,0.23,0,0,0.45,22.88,135,0
19/10/2019,01:06,0,11.29,0.38,0,0,93.14,0.26,0,0,0.44,22.88,135,0
19/10/2019,01:07,0,10.58,0.35,0,0,87.32,0.24,0,0,0.42,22.94,135,0
19/10/2019,01:08,0,10.05,0.33,0,0,82.89,0.23,0,0,0.43,23,180,0
19/10/2019,01:09,0,11.12,0.37,0,0,91.76,0.25,0,0,0.45,22.88,180,0
19/10/2019,01:10,0,10.19,0.34,0,0,84.08,0.23,0,0,0.45,22.81,135,0
19/10/2019,01:11,0,10.39,0.35,0,0,85.71,0.24,0,0,0.43,22.81,135,0
19/10/2019,01:12,0,9.93,0.33,0,0,81.89,0.23,0,0,0.43,22.75,180,0
19/10/2019,01:13,0,10.19,0.34,0,0,84.07,0.23,0,0,0.44,22.75,180,0
19/10/2019,01:14,0,10.23,0.34,0,0,84.38,0.23,0,0,0.44,22.69,180,0
19/10/2019,01:15,0,11.15,0.37,0,0,91.98,0.25,0,0,0.44,22.81,180,0
19/10/2019,01:16,0,10.78,0.36,0,0,88.94,0.24,0,0,0.45,22.81,180,0
19/10/2019,01:17,0,9.59,0.32,0,0,79.08,0.22,0,0,0.45,22.81,180,0
19/10/2019,01:18,0,9.38,0.31,0,0,77.42,0.21,0,0,0.47,23.06,180,0
19/10/2019,01:19,0,10.1,0.34,0,0,83.37,0.23,0,0,0.46,23.06,180,0
19/10/2019,01:20,2.58,9.65,0.32,0,0,79.61,0.22,0,0,0.46,22.88,180,0
19/10/2019,01:21,0,9.24,0.31,0,0,76.24,0.21,0,0,0.44,22.94,135,0
19/10/2019,01:22,0,9.08,0.3,0,0,74.93,0.21,0,0,0.44,22.94,180,0
19/10/2019,01:23,0,9.38,0.31,0,0,77.36,0.21,0,0,0.43,22.75,180,0
19/10/2019,01:24,0,8.66,0.29,0,0,71.46,0.2,0,0,0.44,22.88,180,0
19/10/2019,01:25,0,8.98,0.3,0,0,74.12,0.2,0,0,0.46,22.81,180,0
19/10/2019,01:26,0,9.56,0.32,0,0,78.87,0.22,0,0,0.45,22.81,180,0
19/10/2019,01:27,0,8.08,0.27,0,0,66.68,0.18,0,0,0.43,22.62,180,0
19/10/2019,01:28,2.58,10.78,0.36,0,0,88.92,0.24,0,0,0.44,22.75,180,0
19/10/2019,01:29,2.58,8.93,0.3,0,0,73.7,0.2,0,0,0.47,22.69,225,0
19/10/2019,01:30,0,8.84,0.29,0,0,72.9,0.2,0,0,0.46,22.62,180,0
19/10/2019,01:31,0,9.09,0.3,0,0,74.99,0.21,0,0,0.46,22.69,180,0
19/10/2019,01:32,0,8.75,0.29,0,0,72.15,0.2,0,0,0.43,22.75,180,0
19/10/2019,01:33,0,8.57,0.29,0,0,70.67,0.19,0,0,0.43,22.62,180,0
19/10/2019,01:34,0,8.98,0.3,0,0,74.12,0.2,0,0,0.45,22.56,225,0
19/10/2019,01:35,0,9.71,0.32,0,0,80.12,0.22,0,0,0.44,22.38,225,0
19/10/2019,01:36,2.58,9.78,0.33,0,0,80.67,0.22,0,0,0.44,22.38,180,0
19/10/2019,01:37,0,9.32,0.31,0,0,76.85,0.21,0,0,0.43,22.25,180,0
19/10/2019,01:38,0,9.09,0.3,0,0,74.96,0.21,0,0,0.42,22.31,180,0
19/10/2019,01:39,0,9.54,0.32,0,0,78.7,0.22,0,0,0.44,22.31,180,0
19/10/2019,01:40,0,10.37,0.35,0,0,85.59,0.24,0,0,0.44,22.31,180,0
19/10/2019,01:41,0,9.04,0.3,0,0,74.54,0.2,0,0,0.45,22.19,180,0
19/10/2019,01:42,0,9.91,0.33,0,0,81.74,0.22,0,0,0.43,22.19,180,0
19/10/2019,01:43,0,10.21,0.34,0,0,84.26,0.23,0,0,0.43,22,180,0
19/10/2019,01:44,0,9.64,0.32,0,0,79.51,0.22,0,0,0.44,22,225,0
19/10/2019,01:45,0,9.34,0.31,0,0,77.02,0.21,0,0,0.44,22.12,225,0
19/10/2019,01:46,0,8.96,0.3,0,0,73.96,0.2,0,0,0.44,22.12,225,0
19/10/2019,01:47,0,8.67,0.29,0,0,71.57,0.2,0,0,0.45,22.06,225,0
19/10/2019,01:48,0,9.31,0.31,0,0,76.83,0.21,0,0,0.46,22.25,225,0
